Word,Class,Heat
ate,0.0,160.33333333333334
matters,0.0,160.3125
thoughts,0.0,160.3
wright,0.0,160.3
az,0.0,160.3
negotiate,0.0,160.28571428571428
asap,1.0,160.28571428571428
15,0.0,160.27338129496403
sixty,1.0,160.25
hagerty,1.0,160.25
chemical,1.0,160.25
already,0.0,160.24590163934425
43,1.0,160.2173913043478
equitable,0.0,160.2
arranged,1.0,160.2
subscription,0.0,160.2
junior,0.0,160.2
signing,0.0,160.1875
years,0.0,160.18
certainly,0.0,160.16666666666666
quoted,0.0,160.16666666666666
tenant,0.0,160.16666666666666
until,1.0,160.14953271028037
touch,1.0,160.1304347826087
deadline,0.0,160.125
gaurav,0.0,160.11538461538458
rice,0.0,160.1
cost,0.0,160.0909090909091
prefer,1.0,160.08333333333334
aircraft,0.0,160.07142857142858
she,1.0,160.05421686746988
ready,1.0,160.0483870967742
reluctant,1.0,160.0
manila,1.0,160.0
administration,0.0,160.0
suite,0.0,160.0
chuck,1.0,160.0
gear,1.0,160.0
france,1.0,160.0
34737,0.0,160.0
still,1.0,160.0
capitalize,1.0,160.0
comjesse,0.0,160.0
hare,1.0,160.0
herald,0.0,160.0
sherrera,1.0,160.0
dropped,1.0,160.0
afew,0.0,160.0
megan,1.0,160.0
poorly,1.0,160.0
transformed,1.0,160.0
urquhart,0.0,160.0
basket,0.0,160.0
lsu,1.0,160.0
iwill,0.0,160.0
perlingiereenron,0.0,160.0
allocate,0.0,160.0
atm,0.0,160.0
thetransaction,1.0,160.0
church,0.0,160.0
furnished,0.0,160.0
20dg,0.0,160.0
2010,0.0,160.0
bite,1.0,160.0
bgrove2821,0.0,160.0
christine,0.0,160.0
11194,0.0,160.0
basics,0.0,160.0
packed,1.0,160.0
pleasehi,0.0,160.0
trushar,1.0,160.0
resolved,0.0,160.0
prepayments,0.0,160.0
fewer,1.0,160.0
574,0.0,160.0
fold,0.0,160.0
wardle,0.0,160.0
250,0.0,160.0
initialed,0.0,160.0
griff,0.0,160.0
gen,1.0,160.0
deduction,0.0,160.0
grant,1.0,160.0
tennesseeat,0.0,160.0
keeler,0.0,160.0
helpdesk,1.0,160.0
they'll,1.0,160.0
approaches,1.0,160.0
junqueira,1.0,160.0
lift,0.0,160.0
unfamiliarity,1.0,160.0
sentiment,1.0,160.0
opposed,0.0,160.0
must,0.0,160.0
steroids,0.0,160.0
409,0.0,160.0
valuation,0.0,160.0
answered,1.0,160.0
curlee,1.0,160.0
heavily,1.0,160.0
ocean,0.0,160.0
drinks,1.0,160.0
strikes,1.0,160.0
story,1.0,160.0
barbara,1.0,160.0
hyde,0.0,160.0
hesitancy,1.0,160.0
jason,1.0,159.95041322314052
canadian,0.0,159.94736842105263
dow,1.0,159.93333333333334
march,0.0,159.9047619047619
started,1.0,159.9
arrived,0.0,159.875
receiver,0.0,159.85714285714286
lrc,0.0,159.85714285714286
10th,0.0,159.84615384615384
tim,1.0,159.83333333333334
fuel,0.0,159.83333333333334
murphy,1.0,159.8148148148148
presume,1.0,159.8
portland,0.0,159.8
video,0.0,159.8
started,0.0,159.78947368421052
november,0.0,159.78787878787878
rep,0.0,159.7647058823529
well,0.0,159.76216216216216
hole,0.0,159.75
serve,1.0,159.75
writing,0.0,159.69230769230768
weekend,0.0,159.68354430379748
sitting,1.0,159.66666666666666
direction,0.0,159.66666666666666
locke,0.0,159.66666666666666
leads,0.0,159.66666666666666
kabel,1.0,159.66666666666666
formally,1.0,159.66666666666666
instant,0.0,159.66666666666666
happily,0.0,159.66666666666666
significantly,0.0,159.66666666666666
rod,1.0,159.6578947368421
were,1.0,159.6341463414634
take,0.0,159.62231759656652
time,1.0,159.61983471074382
book,0.0,159.6195652173913
previous,0.0,159.61538461538458
schultz,1.0,159.6
pulled,0.0,159.6
speak,1.0,159.59322033898306
and,0.0,159.56220744025626
important,0.0,159.55
voice,0.0,159.54929577464787
starting,0.0,159.5483870967742
vicki,0.0,159.54545454545453
returning,0.0,159.54545454545453
builders,0.0,159.53333333333333
stand,1.0,159.52941176470586
ago,0.0,159.5151515151515
warming,0.0,159.5
server,1.0,159.5
starts,1.0,159.5
providers,0.0,159.5
arises,1.0,159.5
penn,0.0,159.5
speaker,1.0,159.5
twice,0.0,159.5
recover,0.0,159.5
euros,1.0,159.5
six,1.0,159.5
tenure,0.0,159.5
't,0.0,159.5
andelectric,0.0,159.5
'samantha,1.0,159.5
counterparts,0.0,159.5
krebbs,1.0,159.5
safe,0.0,159.5
sister,0.0,159.5
mad,0.0,159.5
pool,0.0,159.5
needless,0.0,159.5
nervous,0.0,159.5
esp,1.0,159.5
grasso,1.0,159.5
ny,0.0,159.47619047619048
reservations,0.0,159.4736842105263
asking,0.0,159.46428571428572
point,0.0,159.46268656716418
suggestion,0.0,159.44444444444446
one,0.0,159.44012944983817
suggest,0.0,159.44
assumed,0.0,159.42857142857142
3,1.0,159.40136054421768
suspect,1.0,159.4
letterhead,1.0,159.4
hawkins,0.0,159.4
collected,0.0,159.4
dan,0.0,159.35294117647058
jill,1.0,159.33333333333334
closest,0.0,159.33333333333334
jenny,0.0,159.33333333333334
official,0.0,159.33333333333334
obviously,0.0,159.33333333333334
holly,0.0,159.33333333333334
communicated,0.0,159.33333333333334
funny,1.0,159.33333333333334
applied,0.0,159.33333333333334
embedded,0.0,159.32258064516128
development,1.0,159.32111692844674
raised,0.0,159.30769230769232
signed,0.0,159.2602739726027
meeting,0.0,159.25735294117646
extend,1.0,159.25
louise,1.0,159.25
dykes,0.0,159.25
socal,0.0,159.22222222222226
kristina,0.0,159.2
hrs,0.0,159.2
direction,1.0,159.2
trade,0.0,159.171875
minutes,1.0,159.16666666666666
difficult,0.0,159.16666666666666
states,0.0,159.15384615384616
seats,0.0,159.14285714285714
loss,0.0,159.13333333333333
returned,1.0,159.1304347826087
arrange,0.0,159.1
station,0.0,159.0909090909091
central,0.0,159.05128205128202
all,0.0,159.0473588342441
determinable,1.0,159.0
adjustmentsdarron,0.0,159.0
lynda,1.0,159.0
perform,0.0,159.0
soil,0.0,159.0
bradley,0.0,159.0
week's,0.0,159.0
imbalancesdo,0.0,159.0
nut,0.0,159.0
graciously,1.0,159.0
mevans,0.0,159.0
suzette,0.0,159.0
quo,0.0,159.0
nita,0.0,159.0
'susan,0.0,159.0
mapping,0.0,159.0
somebody,1.0,159.0
wgbh,0.0,159.0
navigate,1.0,159.0
naughton,1.0,159.0
lola,1.0,159.0
berth,0.0,159.0
compromise,1.0,159.0
suggesting,0.0,159.0
dguest2,1.0,159.0
agreementhi,1.0,159.0
possession,1.0,159.0
hea,0.0,159.0
getthere,0.0,159.0
refresh,1.0,159.0
requred,0.0,159.0
presently,0.0,159.0
withdrawals,0.0,159.0
reminded,1.0,159.0
hire,1.0,159.0
strange,1.0,159.0
28to,0.0,159.0
kate,1.0,159.0
shallow,1.0,159.0
pr,0.0,159.0
marketinghi,1.0,159.0
fees,1.0,159.0
comthanks,1.0,159.0
exotic,0.0,159.0
prepay,0.0,159.0
x34737,1.0,159.0
rang,1.0,159.0
moab,0.0,159.0
latkes,1.0,159.0
studying,0.0,159.0
abn's,1.0,159.0
sarasami,1.0,159.0
offline,0.0,159.0
kog,0.0,159.0
po,0.0,159.0
refined,0.0,159.0
pilot,0.0,159.0
bullet,1.0,159.0
joined,1.0,159.0
finalfour,0.0,159.0
fundamentals,1.0,159.0
physicalnatural,0.0,159.0
repurchase,0.0,159.0
resond,1.0,159.0
cozumel,0.0,159.0
andprobablythe,0.0,159.0
hotmail,0.0,159.0
channel,1.0,159.0
aronowitz,0.0,159.0
vacancies,0.0,159.0
great,0.0,158.94444444444446
added,0.0,158.92857142857142
bring,0.0,158.91428571428568
flying,0.0,158.9090909090909
sefton,1.0,158.9090909090909
reserved,0.0,158.85714285714286
baumbach,0.0,158.8387096774194
douglas,1.0,158.83333333333334
miller,1.0,158.83333333333334
emery,1.0,158.83333333333334
9,0.0,158.8322580645161
coming,0.0,158.83050847457628
see,1.0,158.8148148148148
listed,0.0,158.8
gain,1.0,158.8
patrick,1.0,158.8
optimistic,0.0,158.8
thurs,0.0,158.8
need,1.0,158.76973684210526
from,0.0,158.76030277544157
enjoyed,1.0,158.75
according,1.0,158.75
mac,0.0,158.75
sunone,0.0,158.75
ruth,0.0,158.75
judge,0.0,158.75
keiser,0.0,158.72972972972974
obj,0.0,158.72727272727272
data,0.0,158.72
3pm,1.0,158.71428571428572
25th,0.0,158.71428571428572
melissa,0.0,158.7
renato,0.0,158.7
first,0.0,158.68269230769232
sharon,0.0,158.66666666666666
36895,0.0,158.66666666666666
payne,0.0,158.66666666666666
phoebe,1.0,158.66666666666666
levels,0.0,158.66666666666666
san,1.0,158.66666666666666
395,0.0,158.66666666666666
64,0.0,158.66666666666666
gave,1.0,158.625
ideas,0.0,158.625
average,1.0,158.625
fewer,0.0,158.6
corrected,0.0,158.6
furniture,0.0,158.6
simple,1.0,158.6
imagine,0.0,158.6
money,0.0,158.58695652173913
mcdermott,1.0,158.57142857142858
tricia,0.0,158.57142857142858
border,0.0,158.53333333333333
enjoy,1.0,158.5
10am,1.0,158.5
shonnie,0.0,158.5
phne,0.0,158.5
sole,1.0,158.5
rene,0.0,158.5
bmicmortgage,1.0,158.5
greeting,0.0,158.5
rhonda,0.0,158.5
codes,1.0,158.5
keeping,0.0,158.5
kinder,0.0,158.5
norwegian,1.0,158.5
cyndie,0.0,158.5
excellent,0.0,158.5
boss,1.0,158.5
formerly,0.0,158.5
patio,0.0,158.5
nelson,0.0,158.46666666666667
katy,0.0,158.46153846153842
adjustment,0.0,158.44444444444446
nothing,1.0,158.43478260869566
jarrod,1.0,158.43478260869566
fixed,0.0,158.43333333333334
jarrod,0.0,158.42857142857142
templates,1.0,158.42105263157896
times,0.0,158.42105263157896
promotion,0.0,158.4
blanks,0.0,158.4
arrived,1.0,158.4
fast,0.0,158.4
harris,1.0,158.34482758620692
question,0.0,158.34
verification,0.0,158.33333333333334
robin,1.0,158.33333333333334
vice,1.0,158.33333333333334
easiest,0.0,158.33333333333334
ip,0.0,158.33333333333334
denos,0.0,158.33333333333334
marion,0.0,158.33333333333334
juno,1.0,158.33333333333334
binder,1.0,158.33333333333334
legally,0.0,158.33333333333334
school,1.0,158.33333333333334
moore,0.0,158.33333333333334
picking,0.0,158.33333333333334
camille,0.0,158.33333333333334
comfortable,1.0,158.33333333333334
idea,0.0,158.32432432432432
participate,0.0,158.28571428571428
rbc,1.0,158.28571428571428
harry,0.0,158.28571428571428
since,0.0,158.27407407407406
seeing,0.0,158.25
remove,0.0,158.25
greeter,0.0,158.25
mellencamp,0.0,158.25
56,1.0,158.2352941176471
updated,1.0,158.23255813953492
12th,0.0,158.23076923076925
hotels,0.0,158.22222222222226
mg,1.0,158.21052631578948
heck,0.0,158.2
wishes,1.0,158.2
feedback,1.0,158.1818181818182
passwords,0.0,158.16666666666666
deseret,1.0,158.16666666666666
5705,0.0,158.14285714285714
thurs,1.0,158.14285714285714
31,0.0,158.13235294117646
business,0.0,158.1315789473684
mailto,0.0,158.1271676300578
family,1.0,158.11111111111111
useful,1.0,158.08333333333334
thing,1.0,158.05555555555554
mail,0.0,158.04927536231884
head,0.0,158.04545454545453
monthstrip,0.0,158.0
newspapers,1.0,158.0
postid's,0.0,158.0
edison,0.0,158.0
itwas,0.0,158.0
dana,0.0,158.0
910,0.0,158.0
inland,1.0,158.0
determination,0.0,158.0
halt,1.0,158.0
craft,0.0,158.0
chautauqua,0.0,158.0
x3,1.0,158.0
resource,1.0,158.0
transcanada,0.0,158.0
financing,1.0,158.0
tub,0.0,158.0
thecakebread,1.0,158.0
nad,0.0,158.0
jeanie,0.0,158.0
marketplace,0.0,158.0
crowd,0.0,158.0
gdclaw,1.0,158.0
consulting,1.0,158.0
licensing,1.0,158.0
3rd,1.0,158.0
ssjulian,1.0,158.0
mcgtx,0.0,158.0
fixing,0.0,158.0
midland,0.0,158.0
acted,0.0,158.0
x30975,1.0,158.0
pickup,0.0,158.0
allow,0.0,158.0
base,0.0,158.0
beleive,0.0,158.0
panels,0.0,158.0
28to,1.0,158.0
barney,1.0,158.0
tuesday's,0.0,158.0
1823,1.0,158.0
dawson,0.0,158.0
469,1.0,158.0
sullivan,0.0,158.0
hiring,1.0,158.0
observations,1.0,158.0
mechanics,0.0,158.0
pleased,0.0,158.0
mcbride,0.0,158.0
flies,0.0,158.0
monitors,0.0,158.0
dahling,1.0,158.0
cents,0.0,158.0
askjeeves,0.0,158.0
becky,0.0,158.0
comsabra,0.0,158.0
inevitablely,0.0,158.0
anniversary,0.0,158.0
nowok,0.0,158.0
forfeit,0.0,158.0
dgalbernita,0.0,158.0
gerry,0.0,158.0
rd,0.0,158.0
christi,1.0,158.0
criminal,0.0,158.0
prints,0.0,158.0
believer,0.0,158.0
recommendation,0.0,158.0
digit,0.0,158.0
trustees,0.0,158.0
thedifferent,0.0,158.0
arango,0.0,158.0
goals,0.0,158.0
officially,1.0,158.0
jam,0.0,158.0
crown,0.0,158.0
chemicals,0.0,158.0
drinks,0.0,158.0
responds,0.0,158.0
l's,0.0,158.0
airport,1.0,158.0
indosueztanya,1.0,158.0
much,0.0,157.97183098591552
town,1.0,157.96969696969697
april,0.0,157.9433962264151
daniel,0.0,157.92857142857142
password,1.0,157.9230769230769
usually,1.0,157.9090909090909
kim,0.0,157.90851735015772
aaron,1.0,157.875
charles,0.0,157.8679245283019
trainers,0.0,157.85714285714286
stephen,1.0,157.84615384615384
thompsonville,0.0,157.83333333333334
publication,1.0,157.83333333333334
danny,1.0,157.8
buysidedirect,1.0,157.8
candidates,0.0,157.75
construction,0.0,157.75
seems,1.0,157.75
hired,1.0,157.75
exclusive,1.0,157.75
vintage,1.0,157.75
jo,1.0,157.75
brazil,0.0,157.75
stephanie,0.0,157.74193548387098
concluded,1.0,157.72727272727272
per,1.0,157.72625698324023
hectic,0.0,157.71428571428572
contact,1.0,157.71428571428572
fan,0.0,157.7
deposit,0.0,157.68
06,0.0,157.6705426356589
inherited,0.0,157.66666666666666
tied,0.0,157.66666666666666
visiting,0.0,157.66666666666666
soc,1.0,157.66666666666666
walk,1.0,157.66666666666666
dth,0.0,157.66666666666666
binh,0.0,157.66666666666666
goodrow,1.0,157.66666666666666
equity,0.0,157.64705882352942
option,0.0,157.6451612903226
chicago,0.0,157.6410256410256
june,0.0,157.63106796116506
sean,0.0,157.61111111111111
susan,1.0,157.6098901098901
eldredgevinson,0.0,157.6
auberge,0.0,157.6
bom,0.0,157.6
eel,0.0,157.6
city,0.0,157.5952380952381
dave,1.0,157.57142857142858
record,0.0,157.57142857142858
fully,0.0,157.55555555555554
sense,0.0,157.55555555555554
project,0.0,157.55
ward,0.0,157.53333333333333
list,0.0,157.53246753246754
said,1.0,157.51724137931038
12,0.0,157.5121293800539
adventure,0.0,157.5
catching,1.0,157.5
leite,0.0,157.5
accompany,0.0,157.5
developments,0.0,157.5
reopen,1.0,157.5
allegheny,0.0,157.5
granado,1.0,157.5
brit,1.0,157.5
claer,0.0,157.5
test,1.0,157.5
terminal,1.0,157.5
initials,0.0,157.5
agree,0.0,157.5
discreet,0.0,157.5
mckoy,0.0,157.5
star,1.0,157.5
darla,0.0,157.5
movie,0.0,157.5
village,0.0,157.5
wolf,0.0,157.5
proceedings,0.0,157.5
exceed,0.0,157.5
e,0.0,157.48300970873785
update,1.0,157.4736842105263
off,0.0,157.4537037037037
sell,0.0,157.44
faxing,0.0,157.4375
helping,1.0,157.42857142857142
duke,1.0,157.42857142857142
julia,0.0,157.41666666666666
thank,1.0,157.39814814814815
houston,1.0,157.39732142857142
show,1.0,157.3684210526316
trust,0.0,157.34615384615384
westcoast,0.0,157.33333333333334
baseball,0.0,157.33333333333334
nobel,0.0,157.33333333333334
boxx,0.0,157.33333333333334
extensions,0.0,157.33333333333334
elkins,0.0,157.33333333333334
officers,0.0,157.33333333333334
marie's,0.0,157.33333333333334
legs,0.0,157.33333333333334
entertainment,0.0,157.33333333333334
leagues,0.0,157.33333333333334
drivers,0.0,157.33333333333334
stating,0.0,157.33333333333334
checked,0.0,157.30769230769232
name,0.0,157.2924528301887
item,1.0,157.27272727272728
drafted,1.0,157.2592592592593
now,1.0,157.25581395348837
hearing,1.0,157.25531914893617
remainder,0.0,157.25
kennedy,0.0,157.25
correct,0.0,157.25
annmarie,1.0,157.25
components,0.0,157.25
keller,0.0,157.25
loop,1.0,157.25
sick,0.0,157.2352941176471
package,1.0,157.23076923076925
historical,0.0,157.22222222222226
26,0.0,157.2173913043478
calo,1.0,157.2
cmsenergy,0.0,157.2
aol,1.0,157.17647058823533
reach,0.0,157.16666666666666
factory,0.0,157.16666666666666
university,0.0,157.16666666666666
nothing,0.0,157.1578947368421
check,1.0,157.13636363636363
bath,0.0,157.11111111111111
program,0.0,157.1081081081081
circulate,1.0,157.1
separately,1.0,157.08333333333334
53,0.0,157.03846153846158
daily,0.0,157.03448275862067
how,1.0,157.00571428571428
urquhart,1.0,157.0
imight,0.0,157.0
sakura,1.0,157.0
impressed,1.0,157.0
smurfit,0.0,157.0
producer,1.0,157.0
dobin,0.0,157.0
serial,0.0,157.0
relief,1.0,157.0
missplaced,0.0,157.0
irene,1.0,157.0
star,0.0,157.0
existed,0.0,157.0
adventurevillage,0.0,157.0
allocated,1.0,157.0
5m,0.0,157.0
floorfriday,0.0,157.0
enovate's,1.0,157.0
rugglesto,0.0,157.0
decent,0.0,157.0
corcovado,0.0,157.0
gerais,1.0,157.0
workers,0.0,157.0
sanjay,0.0,157.0
vent,0.0,157.0
45sonat,0.0,157.0
rescission,0.0,157.0
yates,1.0,157.0
commentary,0.0,157.0
herbert,0.0,157.0
observations,0.0,157.0
panel,0.0,157.0
nits,0.0,157.0
hppefully,0.0,157.0
reorganization,0.0,157.0
ey,1.0,157.0
unavailability,1.0,157.0
frevert,0.0,157.0
hreich,0.0,157.0
enables,1.0,157.0
publications,1.0,157.0
cbs,0.0,157.0
elaborate,1.0,157.0
fiona,0.0,157.0
formatplease,1.0,157.0
isacceptable,0.0,157.0
bottom,0.0,157.0
dorsey,1.0,157.0
ramiro,0.0,157.0
radar,1.0,157.0
ernie,1.0,157.0
houson,1.0,157.0
kansas,0.0,157.0
enron08,0.0,157.0
foresight,1.0,157.0
ellen,1.0,157.0
wbw,0.0,157.0
upside,1.0,157.0
islands,0.0,157.0
myself,1.0,157.0
resigned,1.0,157.0
sna,0.0,157.0
kraft,0.0,157.0
shippers,0.0,157.0
previewto,0.0,157.0
messing,0.0,157.0
roach,0.0,157.0
lamprecht,0.0,157.0
tony,1.0,157.0
cy,0.0,157.0
commute,0.0,157.0
percent,1.0,157.0
birthday,0.0,157.0
docs,1.0,157.0
20a,0.0,157.0
designated,0.0,157.0
howard,1.0,157.0
appointments,0.0,157.0
don',0.0,157.0
foods,0.0,157.0
consulted,1.0,157.0
toldthem,0.0,157.0
mum,0.0,157.0
checkout,0.0,157.0
recommended,1.0,157.0
hu,0.0,157.0
accomplish,1.0,157.0
hiscounselor,1.0,157.0
ones,0.0,157.0
overrides,0.0,157.0
revival,0.0,157.0
nicole,0.0,157.0
duckers,0.0,157.0
harry,1.0,156.94444444444446
clear,0.0,156.93333333333334
yours,1.0,156.88888888888889
unable,0.0,156.875
front,1.0,156.875
leave,1.0,156.8695652173913
eligible,0.0,156.84615384615384
so,1.0,156.83852691218132
walters,0.0,156.83333333333334
free,1.0,156.81666666666666
19,0.0,156.80373831775702
checks,0.0,156.8
true,1.0,156.8
half,0.0,156.8
july,0.0,156.75471698113208
employment,0.0,156.75
ernst,0.0,156.75
agreed,0.0,156.71186440677963
built,0.0,156.7058823529412
50,0.0,156.70212765957447
tracy,0.0,156.68965517241378
5000,0.0,156.6875
problematic,0.0,156.66666666666666
verde,0.0,156.66666666666666
purchased,0.0,156.66666666666666
commission,0.0,156.66666666666666
mordaunt,1.0,156.66666666666666
accidentally,0.0,156.66666666666666
turning,0.0,156.66666666666666
estate,0.0,156.66666666666666
rapp,1.0,156.66666666666666
wise,0.0,156.66666666666666
stanley,0.0,156.66666666666666
32,1.0,156.65517241379308
status,0.0,156.63333333333333
allen,0.0,156.62222222222226
41,0.0,156.6086956521739
has,0.0,156.60090702947846
lined,0.0,156.6
funk,1.0,156.6
henry,0.0,156.6
cuatro,0.0,156.6
aug,0.0,156.57142857142858
answer,0.0,156.55555555555554
give,1.0,156.55172413793102
don,1.0,156.54545454545453
text,0.0,156.53488372093022
benefitted,0.0,156.5
ran,1.0,156.5
epng,0.0,156.5
guranty,0.0,156.5
robinson,0.0,156.5
seriously,1.0,156.5
lists,0.0,156.5
determinedamount,1.0,156.5
chain,0.0,156.5
coops,0.0,156.5
beasley,0.0,156.5
peter,0.0,156.5
il,1.0,156.5
frost,1.0,156.5
sleeping,0.0,156.5
dead,0.0,156.5
wait,1.0,156.5
confims,1.0,156.5
finalised,0.0,156.5
pugh,1.0,156.5
cygonza,0.0,156.5
ridiculous,1.0,156.5
563,0.0,156.5
mccaffrey,0.0,156.5
james,1.0,156.5
employed,0.0,156.5
wow,0.0,156.5
outsourcing,1.0,156.5
file,0.0,156.49700598802394
try,1.0,156.48387096774192
forwarding,1.0,156.47826086956522
guaranty,0.0,156.465
anxious,0.0,156.45454545454547
took,1.0,156.44444444444446
yourself,0.0,156.44444444444446
north,0.0,156.44329896907215
willing,0.0,156.42857142857142
december,1.0,156.42222222222222
ole,0.0,156.41666666666666
provided,1.0,156.41379310344828
kent,1.0,156.4
invite,1.0,156.4
newer,1.0,156.4
10,0.0,156.39331619537276
split,0.0,156.375
theatre,1.0,156.375
dawn,0.0,156.3684210526316
yet,0.0,156.35802469135803
request,0.0,156.33802816901408
may,0.0,156.33534743202418
ranabir,1.0,156.33333333333334
window,0.0,156.33333333333334
oil,0.0,156.33333333333334
bidweek,0.0,156.33333333333334
where's,0.0,156.33333333333334
liddell,0.0,156.33333333333334
cali,0.0,156.33333333333334
tory,0.0,156.33333333333334
arnold,1.0,156.33333333333334
generally,0.0,156.33333333333334
tiempo,0.0,156.28571428571428
kcs,0.0,156.28571428571428
lupe,0.0,156.25
pershing,0.0,156.25
25aug,0.0,156.25
combined,0.0,156.25
advised,1.0,156.22580645161293
chloe,1.0,156.2
sm,0.0,156.2
necessary,0.0,156.19230769230768
fair,0.0,156.1875
firm,0.0,156.18666666666667
flynn,0.0,156.1860465116279
16,0.0,156.15887850467288
than,0.0,156.140625
printed,1.0,156.125
directed,1.0,156.125
fed,0.0,156.1
changed,1.0,156.0909090909091
what's,1.0,156.08333333333334
delivery,0.0,156.03030303030303
peterson,1.0,156.0
thiswill,0.0,156.0
3210b,0.0,156.0
alto,0.0,156.0
dillard,0.0,156.0
wonderful,0.0,156.0
settltment,1.0,156.0
grins,0.0,156.0
gaymatt,0.0,156.0
ptax,1.0,156.0
50th,1.0,156.0
30p,0.0,156.0
aes,0.0,156.0
anthony,0.0,156.0
willhave,0.0,156.0
coded,0.0,156.0
fnd,0.0,156.0
redskins,0.0,156.0
contacted,0.0,156.0
guinn,0.0,156.0
refurnishes,0.0,156.0
booth,0.0,156.0
furnish,0.0,156.0
kent,0.0,156.0
www4,0.0,156.0
enronxgatecc,0.0,156.0
mandatory,0.0,156.0
abbreviations,0.0,156.0
averaging,0.0,156.0
wineries,0.0,156.0
precursors,0.0,156.0
reeves,0.0,156.0
latter,0.0,156.0
seller's,1.0,156.0
messagewith,0.0,156.0
thescenery,0.0,156.0
petroleum,0.0,156.0
8626pallen70,0.0,156.0
marcus,1.0,156.0
lodge,1.0,156.0
depart,1.0,156.0
font,1.0,156.0
reich,0.0,156.0
upamendments,0.0,156.0
pr,1.0,156.0
prudency,0.0,156.0
pleastics,1.0,156.0
crib,0.0,156.0
soils,0.0,156.0
rt,0.0,156.0
705,1.0,156.0
cast,0.0,156.0
donald,1.0,156.0
unsuccessful,1.0,156.0
sbs,0.0,156.0
strolling,0.0,156.0
frto,0.0,156.0
uncle,0.0,156.0
ari,1.0,156.0
itenerary,0.0,156.0
monitoring,0.0,156.0
standingby,0.0,156.0
sr,1.0,156.0
wacked,0.0,156.0
andena,0.0,156.0
6296,0.0,156.0
renumbered,1.0,156.0
multifamily,0.0,156.0
inch,0.0,156.0
erin,0.0,156.0
carrabine,0.0,156.0
carolinaat,0.0,156.0
worrying,0.0,156.0
variation,1.0,156.0
till,1.0,156.0
ccmailcc,1.0,156.0
tucsons,0.0,156.0
vivendi,1.0,156.0
1803,0.0,156.0
gil,0.0,156.0
receivedfrom,0.0,156.0
findings,0.0,156.0
212php,0.0,156.0
after2,0.0,156.0
bent,0.0,156.0
nannyi,0.0,156.0
wordperfect,1.0,156.0
donedg,0.0,156.0
fuels,1.0,156.0
company,0.0,155.98901098901095
him,1.0,155.9736842105263
conversation,1.0,155.95714285714286
write,0.0,155.94444444444446
28,0.0,155.93684210526317
open,1.0,155.93023255813952
russell,1.0,155.91304347826087
day,1.0,155.8961038961039
checking,1.0,155.8709677419355
hub,0.0,155.8421052631579
booked,1.0,155.84
barrett,0.0,155.83333333333334
office,1.0,155.83116883116884
later,1.0,155.82142857142858
builder,0.0,155.8181818181818
sometime,1.0,155.8125
bad,0.0,155.8108108108108
totally,0.0,155.8
wfs,0.0,155.8
candy,0.0,155.8
fix,1.0,155.8
stan,0.0,155.8
even,1.0,155.78378378378378
dependents,0.0,155.75
restricted,0.0,155.75
malin,0.0,155.75
exist,0.0,155.75
payout,0.0,155.75
susandavid,0.0,155.75
ermis,0.0,155.72727272727272
blank,0.0,155.71428571428572
1000,0.0,155.71428571428572
pager,0.0,155.66666666666666
opened,0.0,155.66666666666666
somehow,0.0,155.66666666666666
minute,1.0,155.66666666666666
milbank,0.0,155.64705882352942
janice,1.0,155.64705882352942
learned,1.0,155.625
brother,0.0,155.625
jennifer,1.0,155.61904761904762
angela,1.0,155.6122448979592
citizens,0.0,155.61111111111111
shane,1.0,155.6
size,0.0,155.6
today,1.0,155.57272727272724
k,0.0,155.55932203389833
shackleton,1.0,155.53942520265292
system,0.0,155.52727272727273
basis,0.0,155.52272727272728
paso,1.0,155.5
subsidize,0.0,155.5
crabtree,1.0,155.5
netscape,1.0,155.5
localhost,0.0,155.5
96,1.0,155.5
pruett,0.0,155.5
demandcarol,0.0,155.5
smith,0.0,155.5
deferral,0.0,155.5
sean's,1.0,155.5
nos,0.0,155.5
submission,1.0,155.5
gathered,0.0,155.5
consulate,1.0,155.5
mp,0.0,155.5
vladi,0.0,155.5
allenwest,0.0,155.5
md,0.0,155.5
cwt,0.0,155.5
undertaken,1.0,155.5
row,0.0,155.5
ec3952,0.0,155.5
cards,0.0,155.5
warranties,0.0,155.5
meyers,0.0,155.5
texas,0.0,155.5
homes,0.0,155.5
lbs,0.0,155.5
reality,0.0,155.5
marketing,0.0,155.4909090909091
spoke,0.0,155.4848484848485
35,0.0,155.48387096774192
reached,1.0,155.45454545454547
3000,0.0,155.44444444444446
hope,1.0,155.4397163120567
very,0.0,155.43410852713174
pmto,1.0,155.42439024390242
h,1.0,155.4181818181818
montello,0.0,155.4
whitehead,0.0,155.4
look,1.0,155.38888888888889
anytime,1.0,155.38461538461542
though,0.0,155.38235294117646
followed,1.0,155.33333333333334
gable,0.0,155.33333333333334
sunday,1.0,155.33333333333334
twenty,0.0,155.33333333333334
yg01,0.0,155.33333333333334
07,0.0,155.32203389830508
robert,1.0,155.2921348314607
oneok,0.0,155.27586206896552
hotel,0.0,155.27272727272728
continuance,1.0,155.25
tonight,1.0,155.25
phyllis,0.0,155.25
broderick,0.0,155.25
connected,0.0,155.25
have,1.0,155.23148627654066
mo,0.0,155.2
log,1.0,155.2
install,1.0,155.2
wrong,0.0,155.2
attempt,1.0,155.2
paul,0.0,155.19354838709674
mark,1.0,155.19155844155844
carolyn,1.0,155.1818181818182
